id,municipio,departamento,latitud,longitud
1082,Restrepo,Valle del Cauca,3.7833333,-76.5
1083,Riofrío,Valle del Cauca,4.0833333,-76.3333333
1084,Roldanillo,Valle del Cauca,4.4147222,-76.1547222
1085,San Pedro,Valle del Cauca,4,-76.1666667
1086,Sevilla,Valle del Cauca,4.2688889,-75.9361111
1087,Toro,Valle del Cauca,4.6116667,-76.0813889
1088,Trujillo,Valle del Cauca,4.25,-76.3333333
1089,Tulúa,Valle del Cauca,4.0866667,-76.2
1090,Ulloa,Valle del Cauca,4.7166667,-75.75
1091,Versalles,Valle del Cauca,4.6666667,-76.25
1092,Vijes,Valle del Cauca,3.6986111,-76.4491667
1093,Yotoco,Valle del Cauca,3.9166667,-76.3333333
1094,Yumbo,Valle del Cauca,3.585,-76.4958333
1095,Zarzal,Valle del Cauca,4.3983333,-76.0772222
1096,Carurú,Vaupés,0.9166667,-70.7333333
1097,Mitú,Vaupés,1.1983333,-70.1733333
1098,Taraira,Vaupés,0.4938889,-69.6669444
1099,Cumaribo,Vichada,4.4444444,-69.8002778
1100,La Primavera,Vichada,5.4905556,-70.4091667
1101,Puerto Carreño,Vichada,6.1877778,-67.4730556
1102,Santa Rosalía,Vichada,5.1261111,-70.8758333
